name,Company,Car,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine_cc,max_power_bhp,seats,selling_price,max_torque,at_rpm
Mercedes-Benz E-Class E250 Edition E,Mercedes-Benz,Mercedes-Benz E-Class E250,2016,35000,Diesel,Dealer,Automatic,First Owner,15.0 kmpl,2143 ,204 ,5.0,2700000,500Nm, 1600-1800rpm
MG Hector Sharp AT BSIV,MG,MG Hector Sharp,2019,19000,Petrol,Dealer,Automatic,First Owner,13.96 kmpl,1451 ,141 ,5.0,1750000,250Nm, 1600-3600rpm
Honda City i-VTEC CVT VX,Honda,Honda City i-VTEC,2017,41000,Petrol,Dealer,Automatic,First Owner,18.0 kmpl,1497 ,117.6 ,5.0,795000,145Nm, 4600rpm
Toyota Corolla Altis 1.8 G CVT,Toyota,Toyota Corolla Altis,2013,39000,Petrol,Dealer,Automatic,First Owner,14.28 kmpl,1798 ,138.03 ,5.0,625000,173Nm, 4000rpm
Volvo XC40 D4 R-Design,Volvo,Volvo XC40 D4,2018,22000,Diesel,Dealer,Automatic,First Owner,18.0 kmpl,1969 ,190 ,5.0,3400000,400Nm,
Audi Q7 35 TDI Quattro Premium,Audi,Audi Q7 35,2015,53000,Diesel,Dealer,Automatic,First Owner,12.07 kmpl,2967 ,241.4 ,7.0,2650000,550Nm, 1750-2750rpm
Maruti Ciaz ZDi,Maruti,Maruti Ciaz ZDi,2015,40000,Diesel,Dealer,Manual,First Owner,26.21 kmpl,1248 ,88.5 ,5.0,535000,200Nm, 1750rpm
Mercedes-Benz S-Class S 350 CDI,Mercedes-Benz,Mercedes-Benz S-Class S,2017,47000,Diesel,Dealer,Automatic,First Owner,13.5 kmpl,2987 ,282 ,5.0,5850000,490Nm, 1600rpm
BMW 5 Series 523i,BMW,BMW 5 Series,2010,72200,Petrol,Dealer,Automatic,Second Owner,10.8 kmpl,2497 ,150 ,5.0,975000,250 Nm ,t 2750 rpm
Hyundai Elantra S,Hyundai,Hyundai Elantra S,2016,49900,Petrol,Dealer,Manual,First Owner,16.3 kmpl,1797 ,147.5 ,5.0,805000,177.5Nm, 4700rpm
Jaguar XE 2016-2019 2.0L Diesel Prestige,Jaguar,Jaguar XE 2016-2019,2017,9000,Diesel,Dealer,Automatic,First Owner,13.6 kmpl,1999 ,177 ,5.0,2625000,430Nm, 1750-2500rpm
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,Tata,Tata Nexon 1.2,2018,11000,Petrol,Dealer,Manual,First Owner,17.0 kmpl,1198 ,108.5 ,5.0,811000,170Nm, 1750-4000rpm
Volkswagen Vento Petrol Highline,Volkswagen,Volkswagen Vento Petrol,2011,49000,Petrol,Individual,Manual,First Owner,15.04 kmpl,1598 ,103.6 ,5.0,375000,153Nm, 3800rpm
Hyundai Elantra SX,Hyundai,Hyundai Elantra SX,2012,95000,Petrol,Individual,Manual,First Owner,16.3 kmpl,1797 ,147.5 ,5.0,550000,177.5Nm, 4700rpm
Skoda Rapid 1.6 MPI AT Elegance,Skoda,Skoda Rapid 1.6,2016,11000,Petrol,Dealer,Automatic,First Owner,14.3 kmpl,1598 ,103.5 ,5.0,645000,153Nm, 3800rpm
Mercedes-Benz CLA 200 CGI Sport,Mercedes-Benz,Mercedes-Benz CLA 200,2018,18000,Petrol,Dealer,Automatic,First Owner,15.04 kmpl,1991 ,183 ,5.0,2550000,300Nm, 1200-4000rpm
Maruti Ertiga ZXI,Maruti,Maruti Ertiga ZXI,2014,46100,Petrol,Dealer,Manual,First Owner,16.02 kmpl,1373 ,93.7 ,7.0,599000,130Nm, 4000rpm
Mercedes-Benz New C-Class C 200 AVANTGARDE,Mercedes-Benz,Mercedes-Benz New C-Class,2017,16000,Petrol,Dealer,Automatic,First Owner,14.74 kmpl,1991 ,181.04 ,5.0,2700000,300Nm, 1200-1400rpm
Honda City V AT,Honda,Honda City V,2017,18000,Petrol,Dealer,Automatic,First Owner,15.6 kmpl,1497 ,116.3 ,5.0,875000,146Nm, 4800rpm
Toyota Glanza V CVT,Toyota,Toyota Glanza V,2019,9654,Petrol,Dealer,Automatic,First Owner,19.56 kmpl,1197 ,81.80 ,5.0,894999,113Nm, 4200rpm
Maruti Alto K10 VXI,Maruti,Maruti Alto K10,2011,11000,Petrol,Dealer,Manual,First Owner,23.95 kmpl,998 ,67.05 ,5.0,175000,90Nm, 3500rpm
Maruti Swift VXI,Maruti,Maruti Swift VXI,2012,24300,Petrol,Dealer,Manual,First Owner,21.21 kmpl,1197 ,81.80 ,5.0,340000,113Nm, 4200rpm
Toyota Innova Crysta 2.8 ZX AT BSIV,Toyota,Toyota Innova Crysta,2016,42163,Diesel,Dealer,Automatic,Second Owner,11.36 kmpl,2755 ,171.5 ,7.0,1525000,360Nm, 1200-3400rpm
Tata Nexon 1.5 Revotorq XZA Plus DualTone,Tata,Tata Nexon 1.5,2018,8000,Diesel,Dealer,Automatic,First Owner,21.5 kmpl,1497 ,108.5 ,5.0,1025000,260Nm, 1500-2750rpm
BMW 3 Series 320d Luxury Line,BMW,BMW 3 Series,2016,30000,Diesel,Dealer,Automatic,First Owner,22.69 kmpl,1995 ,190 ,5.0,2150000,400Nm, 1750-2500rpm
Toyota Camry 2.5 Hybrid,Toyota,Toyota Camry 2.5,2016,41000,Petrol,Dealer,Automatic,First Owner,19.16 kmpl,2494 ,157.7 ,5.0,1900000,213Nm, 4500rpm
BMW 5 Series 520d Luxury Line,BMW,BMW 5 Series,2016,12000,Diesel,Dealer,Automatic,First Owner,18.12 kmpl,1995 ,190 ,5.0,2900000,400Nm, 1750-2500rpm
Toyota Camry W4 (AT),Toyota,Toyota Camry W4,2009,71000,Petrol,Dealer,Automatic,First Owner,12.1 kmpl,2362 ,164.7 ,5.0,450000,224Nm, 4000rpm
Maruti Ertiga BSIV ZXI Plus,Maruti,Maruti Ertiga BSIV,2016,20000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1373 ,91.1 ,7.0,850000,130Nm, 4000rpm
Volvo XC90 T8 Excellence BSIV,Volvo,Volvo XC90 T8,2017,30000,Petrol,Individual,Automatic,First Owner,42.0 kmpl,1969 ,400 ,4.0,10000000,640Nm, 1740rpm
Volkswagen Vento Diesel Highline,Volkswagen,Volkswagen Vento Diesel,2011,100000,Diesel,Individual,Manual,Second Owner,20.54 kmpl,1598 ,103.6 ,5.0,300000,250Nm, 1500-2500rpm
Ford Figo Aspire 1.2 Ti-VCT Trend,Ford,Ford Figo Aspire,2018,9500,Petrol,Individual,Manual,First Owner,18.16 kmpl,1196 ,86.8 ,5.0,575000,112Nm, 4000rpm
Ford Figo Diesel LXI,Ford,Ford Figo Diesel,2011,120000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 ,68 ,5.0,160000,160Nm, 2000rpm
Maruti Swift VXI Optional,Maruti,Maruti Swift VXI,2015,36600,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 ,81.80 ,5.0,515000,113Nm, 4200rpm
Maruti Wagon R AMT VXI,Maruti,Maruti Wagon R,2015,50000,Petrol,Individual,Automatic,Second Owner,20.51 kmpl,998 ,67 ,5.0,390000,90Nm, 3500rpm
Hyundai i20 Magna 1.2,Hyundai,Hyundai i20 Magna,2016,14000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 ,81.83 ,5.0,550000,114.7Nm, 4000rpm
Maruti 800 Std,Maruti,Maruti 800 Std,1999,40000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 ,37 ,4.0,40000,59Nm, 2500rpm
Maruti Ritz VDi,Maruti,Maruti Ritz VDi,2010,120000,Diesel,Individual,Manual,First Owner,21.1 kmpl,1248 ,73.9 ,5.0,220000,113Nm, 4500rpm
Hyundai Grand i10 Magna,Hyundai,Hyundai Grand i10,2015,70000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 ,82 ,5.0,425000,114Nm, 4000rpm
Volkswagen Ameo 1.0 MPI Trendline,Volkswagen,Volkswagen Ameo 1,2019,13000,Petrol,Individual,Manual,First Owner,19.44 kmpl,999 ,75 ,5.0,480000,95Nm, 3000-4300rpm
Hyundai Grand i10 Sportz,Hyundai,Hyundai Grand i10,2014,60000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1197 ,82 ,5.0,400000,114Nm, 4000rpm
Maruti Swift Dzire VXI,Maruti,Maruti Swift Dzire,2014,35000,Petrol,Individual,Manual,First Owner,19.1 kmpl,1197 ,85.8 ,5.0,487000,114Nm, 4000rpm
Hyundai Xcent 1.2 Kappa S,Hyundai,Hyundai Xcent 1.2,2016,44000,Petrol,Individual,Manual,Second Owner,19.1 kmpl,1197 ,82 ,5.0,386000,114Nm, 4000rpm
Honda City 1.5 EXI,Honda,Honda City 1.5,2005,120000,Petrol,Individual,Manual,Second Owner,13.0 kmpl,1493 ,100 ,5.0,100000,13.1kgm, 4600rpm
Toyota Corolla Altis Diesel D4DG,Toyota,Toyota Corolla Altis,2010,60000,Diesel,Individual,Manual,First Owner,21.43 kmpl,1364 ,87.2 ,5.0,300000,205Nm, 1800-2800rpm
Daewoo Matiz SD,Daewoo,Daewoo Matiz SD,2000,60000,Petrol,Individual,Manual,First Owner,18.5 kmpl,796 ,53 ,5.0,100000,71Nm, 3500rpm
Toyota Fortuner 4x2 Manual,Toyota,Toyota Fortuner 4x2,2014,30000,Diesel,Individual,Manual,Second Owner,13.0 kmpl,2982 ,168.5 ,7.0,1750000,343Nm, 1400-3400rpm
Mahindra KUV 100 mFALCON G80 K8,Mahindra,Mahindra KUV 100,2016,15000,Petrol,Individual,Manual,Second Owner,18.15 kmpl,1198 ,82 ,6.0,450000,115Nm, 3500-3600rpm
Tata Zest Quadrajet 1.3 75PS XM,Tata,Tata Zest Quadrajet,2017,90000,Diesel,Individual,Manual,First Owner,22.95 kmpl,1248 ,74 ,5.0,490000,190Nm, 1750-3000rpm
Honda City 1.5 S MT,Honda,Honda City 1.5,2009,47000,Petrol,Individual,Manual,Second Owner,17.0 kmpl,1497 ,118 ,5.0,345000,146Nm ,t 4800 rpm
Maruti Zen LXI,Maruti,Maruti Zen LXI,2005,90000,Petrol,Individual,Manual,First Owner,17.3 kmpl,993 ,60 ,5.0,85000,78Nm, 4500rpm
Maruti Wagon R VXI BS IV with ABS,Maruti,Maruti Wagon R,2010,120600,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 ,67.1 ,5.0,215000,90Nm, 3500rpm
Hyundai Verna Transform SX VTVT,Hyundai,Hyundai Verna Transform,2010,100000,Petrol,Individual,Manual,Third Owner,16.2 kmpl,1599 ,103.2 ,5.0,320000,14.9 KGM ,t 3000 RPM
Maruti Swift Dzire VXI,Maruti,Maruti Swift Dzire,2016,60000,Petrol,Individual,Manual,Second Owner,20.85 kmpl,1197 ,83.14 ,5.0,459999,115Nm, 4000rpm
Hyundai Getz GLS,Hyundai,Hyundai Getz GLS,2005,86000,Petrol,Individual,Manual,First Owner,15.3 kmpl,1341 ,83 ,5.0,65000,115Nm, 3200rpm
Hyundai Elite i20 Sportz Plus BSIV,Hyundai,Hyundai Elite i20,2020,5000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 ,81.86 ,5.0,720000,117nm, 4000rpm
Maruti Ciaz 1.3 Alpha,Maruti,Maruti Ciaz 1.3,2017,37000,Diesel,Individual,Manual,First Owner,28.09 kmpl,1248 ,88.5 ,5.0,800000,200Nm, 1750rpm
Tata Tigor 1.2 Revotron XZ,Tata,Tata Tigor 1.2,2019,14000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1199 ,84 ,5.0,520000,114Nm, 3500rpm
Maruti Ertiga VDI,Maruti,Maruti Ertiga VDI,2015,70000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 ,88.76 ,7.0,580000,200Nm, 1750rpm
Toyota Etios GD,Toyota,Toyota Etios GD,2012,120000,Diesel,Individual,Manual,First Owner,,,,,235000,,
Honda City i VTEC S,Honda,Honda City i,2015,50000,Petrol,Individual,Manual,First Owner,17.4 kmpl,1497 ,117.3 ,5.0,600000,145Nm, 4600rpm
Honda Brio S MT,Honda,Honda Brio S,2014,60000,Petrol,Individual,Manual,Second Owner,19.4 kmpl,1198 ,86.8 ,5.0,290000,109Nm, 4500rpm
Maruti Wagon R LXI CNG,Maruti,Maruti Wagon R,2016,50000,CNG,Individual,Manual,First Owner,26.6 km/kg,998 ,58.16 ,5.0,360000,77Nm, 3500rpm
Maruti Swift Dzire VXI,Maruti,Maruti Swift Dzire,2017,50000,Petrol,Individual,Manual,First Owner,20.85 kmpl,1197 ,83.14 ,5.0,550000,115Nm, 4000rpm
Hyundai i20 Sportz 1.2,Hyundai,Hyundai i20 Sportz,2013,70000,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 ,82.85 ,5.0,375000,113.7Nm, 4000rpm
Maruti Omni E 8 Str STD,Maruti,Maruti Omni E,2003,90000,Petrol,Individual,Manual,Second Owner,,,,,40000,,
Maruti Wagon R AMT VXI,Maruti,Maruti Wagon R,2018,35000,Petrol,Individual,Automatic,First Owner,20.51 kmpl,998 ,67 ,5.0,420000,90Nm, 3500rpm
Maruti Swift Dzire VXI 1.2,Maruti,Maruti Swift Dzire,2017,20000,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 ,81.80 ,5.0,550000,113Nm, 4200rpm
Maruti Alto 800 LXI,Maruti,Maruti Alto 800,2018,20000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 ,47.3 ,5.0,270000,69Nm, 3500rpm
Maruti Swift Dzire AMT VXI BS IV,Maruti,Maruti Swift Dzire,2018,7800,Petrol,Individual,Automatic,First Owner,22.0 kmpl,1197 ,81.80 ,5.0,700000,113Nm, 4200rpm
Maruti Swift VXI Optional,Maruti,Maruti Swift VXI,2017,20000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 ,81.80 ,5.0,500000,113Nm, 4200rpm
Tata Hexa XE,Tata,Tata Hexa XE,2019,15000,Diesel,Individual,Manual,First Owner,17.6 kmpl,2179 ,147.94 ,7.0,1250000,320Nm, 1500-3000rpm
Hyundai i20 Magna,Hyundai,Hyundai i20 Magna,2013,31377,Petrol,Individual,Manual,Second Owner,18.5 kmpl,1197 ,82.85 ,5.0,320000,113.7Nm, 4000rpm
Maruti Swift Dzire VDI,Maruti,Maruti Swift Dzire,2018,50000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 ,74.02 ,5.0,700000,190Nm, 2000rpm
Maruti Wagon R VXI BS IV,Maruti,Maruti Wagon R,2015,60000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 ,67.04 ,5.0,290000,90Nm, 3500rpm
Toyota Corolla Altis 1.8 VL AT,Toyota,Toyota Corolla Altis,2012,100000,Petrol,Individual,Automatic,First Owner,14.53 kmpl,1794 ,138.1 ,5.0,550000,173Nm, 4000rpm
Honda Brio S MT,Honda,Honda Brio S,2012,60000,Petrol,Individual,Manual,First Owner,19.4 kmpl,1198 ,86.8 ,5.0,265000,109Nm, 4500rpm
Maruti Baleno Alpha Automatic,Maruti,Maruti Baleno Alpha,2018,5000,Petrol,Individual,Automatic,First Owner,21.4 kmpl,1197 ,83.1 ,5.0,830000,115Nm, 4000rpm
Tata Safari Storme EX,Tata,Tata Safari Storme,2017,60000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 ,147.94 ,7.0,800000,320Nm, 1500-3000rpm
Maruti Alto LXi,Maruti,Maruti Alto LXi,2011,25000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 ,46.3 ,5.0,160000,62Nm, 3000rpm
Renault KWID RXT,Renault,Renault KWID RXT,2018,30000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 ,53.3 ,5.0,335000,72Nm, 4386rpm
Datsun GO T BSIV,Datsun,Datsun GO T,2017,80000,Petrol,Individual,Manual,Second Owner,20.63 kmpl,1198 ,67 ,5.0,329000,104Nm, 4000rpm
Maruti Vitara Brezza VDi Option,Maruti,Maruti Vitara Brezza,2017,75000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 ,88.5 ,5.0,775000,200Nm, 1750rpm
Hyundai Xcent 1.2 VTVT SX,Hyundai,Hyundai Xcent 1.2,2020,32000,Petrol,Individual,Manual,First Owner,20.14 kmpl,1197 ,81.86 ,5.0,524000,113.75nm, 4000rpm
Maruti Alto 800 LXI,Maruti,Maruti Alto 800,2015,40000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 ,47.3 ,5.0,245000,69Nm, 3500rpm
Hyundai i20 1.2 Sportz,Hyundai,Hyundai i20 1.2,2012,93000,Petrol,Individual,Manual,Second Owner,17.0 kmpl,1197 ,80 ,5.0,275000,11.4 kgm ,"t 4,000 rpm"
Tata Zest Revotron 1.2 XT,Tata,Tata Zest Revotron,2018,60000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 ,88.7 ,5.0,520000,140Nm, 1500-4000rpm
Maruti Swift 1.3 VXi,Maruti,Maruti Swift 1.3,2008,120000,Petrol,Individual,Manual,Second Owner,,,,,130000,,
Nissan Sunny XL,Nissan,Nissan Sunny XL,2014,37000,Petrol,Individual,Manual,First Owner,16.95 kmpl,1498 ,97.7 ,5.0,550000,134Nm, 4000rpm
Ford EcoSport 1.5 Petrol Titanium Plus BSIV,Ford,Ford EcoSport 1.5,2018,15000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1497 ,121.36 ,5.0,910000,150Nm, 4500rpm
Nissan Micra Active XV S,Nissan,Nissan Micra Active,2015,80000,Petrol,Individual,Manual,First Owner,19.49 kmpl,1198 ,67.04 ,5.0,300000,104Nm, 4000rpm
Maruti Wagon R LXI Optional,Maruti,Maruti Wagon R,2016,140000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 ,67.04 ,5.0,350000,90Nm, 3500rpm
Mahindra Ssangyong Rexton RX5,Mahindra,Mahindra Ssangyong Rexton,2013,70000,Diesel,Individual,Manual,First Owner,12.83 kmpl,2696 ,162 ,7.0,900000,340Nm, 1800-3250rpm
Mahindra Quanto C8,Mahindra,Mahindra Quanto C8,2013,120000,Diesel,Individual,Manual,Second Owner,17.21 kmpl,1493 ,100 ,7.0,300000,240Nm, 1600-2800rpm
Maruti Ritz LDi,Maruti,Maruti Ritz LDi,2010,110000,Diesel,Individual,Manual,Second Owner,21.1 kmpl,1248 ,73.9 ,5.0,250000,190Nm, 2000rpm
Hyundai Creta 1.6 CRDi SX Plus Dual Tone,Hyundai,Hyundai Creta 1.6,2017,37000,Diesel,Individual,Manual,First Owner,19.67 kmpl,1582 ,126.2 ,5.0,1100000,259.9Nm, 1900-2750rpm
Renault KWID RXT,Renault,Renault KWID RXT,2016,44000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 ,53.3 ,5.0,270000,72Nm, 4386rpm
Maruti Ertiga VDI,Maruti,Maruti Ertiga VDI,2015,80000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 ,88.76 ,7.0,640000,200Nm, 1750rpm
Mahindra XUV500 W4,Mahindra,Mahindra XUV500 W4,2015,125000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 ,140 ,7.0,650000,330Nm, 1600-2800rpm
Maruti Eeco 5 Seater AC BSIV,Maruti,Maruti Eeco 5,2017,13500,Petrol,Individual,Manual,First Owner,15.37 kmpl,1196 ,73 ,5.0,409999,101Nm, 3000rpm
Hyundai Santro Xing GLS,Hyundai,Hyundai Santro Xing,2011,75000,Petrol,Individual,Manual,First Owner,17.92 kmpl,1086 ,62.1 ,5.0,165000,96.1Nm, 3000rpm
Hyundai Accent GLE,Hyundai,Hyundai Accent GLE,2007,120000,Petrol,Individual,Manual,Second Owner,13.2 kmpl,1495 ,94 ,5.0,80000,12.5," 3,500(kgm@ rpm)"
Mahindra XUV500 W8 2WD,Mahindra,Mahindra XUV500 W8,2012,120000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 ,140 ,7.0,535000,330Nm, 1600-2800rpm
Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,Toyota,Toyota Innova 2.5,2013,70000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 ,100.57 ,7.0,700000,200Nm, 1400-3400rpm
Maruti Swift Dzire VDI,Maruti,Maruti Swift Dzire,2013,70000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 ,74 ,5.0,550000,190Nm, 2000rpm
Honda Amaze S CVT Petrol BSIV,Honda,Honda Amaze S,2019,15000,Petrol,Individual,Automatic,First Owner,19.0 kmpl,1199 ,88.76 ,5.0,680000,110Nm, 4800rpm
Hyundai i10 Sportz 1.2,Hyundai,Hyundai i10 Sportz,2009,53000,Petrol,Individual,Manual,Second Owner,20.36 kmpl,1197 ,78.9 ,5.0,200000,111.8Nm, 4000rpm
Maruti Swift Dzire VDI,Maruti,Maruti Swift Dzire,2014,120000,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1248 ,74 ,5.0,500000,190Nm, 2000rpm
Maruti Ertiga SHVS ZDI Plus,Maruti,Maruti Ertiga SHVS,2016,70000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 ,88.5 ,7.0,1000000,200Nm, 1750rpm
Hyundai Getz 1.3 GVS,Hyundai,Hyundai Getz 1.3,2008,120000,Petrol,Individual,Manual,Second Owner,14.2 kmpl,1341 ,82.9 ,5.0,110000,11.8," 3,200(kgm@ rpm)"
Hyundai i20 1.2 Magna,Hyundai,Hyundai i20 1.2,2012,100000,Petrol,Individual,Manual,Second Owner,18.5 kmpl,1197 ,80 ,5.0,320000,11.4 kgm ,"t 4,000 rpm"
Tata Indica DLS,Tata,Tata Indica DLS,2005,110000,Diesel,Individual,Manual,Second Owner,,,,,75000,,
Maruti Swift LXI Optional-O,Maruti,Maruti Swift LXI,2015,100000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 ,83.11 ,5.0,350000,113Nm, 4200rpm
Tata Indica Vista TDI LS,Tata,Tata Indica Vista,2013,162500,Diesel,Individual,Manual,First Owner,19.4 kmpl,1405 ,70 ,5.0,170000,135.4Nm, 2500rpm
Hyundai i20 2015-2017 Asta 1.4 CRDi,Hyundai,Hyundai i20 2015-2017,2017,39000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 ,88.73 ,5.0,800000,219.7Nm, 1500-2750rpm
Maruti Ignis 1.3 Alpha,Maruti,Maruti Ignis 1.3,2017,75000,Diesel,Individual,Manual,First Owner,26.8 kmpl,1248 ,74 ,5.0,500000,190Nm, 2000rpm
Tata Hexa XTA,Tata,Tata Hexa XTA,2017,50000,Diesel,Individual,Automatic,First Owner,17.6 kmpl,2179 ,153.86 ,7.0,1380000,400Nm, 1750-2500rpm
Mahindra Marazzo M6 8Str,Mahindra,Mahindra Marazzo M6,2019,40000,Diesel,Individual,Manual,First Owner,17.3 kmpl,1497 ,121 ,8.0,1300000,300Nm, 1750-2500rpm
Hyundai Verna 1.6 CRDI,Hyundai,Hyundai Verna 1.6,2013,92500,Diesel,Individual,Manual,First Owner,22.32 kmpl,1582 ,126.3 ,5.0,530000,259.9Nm, 1900-2750rpm
Maruti Swift Dzire VDI,Maruti,Maruti Swift Dzire,2012,158000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 ,74 ,5.0,360000,190Nm, 2000rpm
Maruti Swift Dzire LDi,Maruti,Maruti Swift Dzire,2012,120000,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 ,73.9 ,5.0,310000,190Nm, 2000rpm
Honda City i DTEC V,Honda,Honda City i,2015,50000,Diesel,Individual,Manual,Second Owner,26.0 kmpl,1498 ,98.6 ,5.0,725000,200Nm, 1750rpm
Maruti Swift Dzire ZDi,Maruti,Maruti Swift Dzire,2012,110000,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 ,73.9 ,5.0,340000,190Nm, 2000rpm
Hyundai Xcent 1.2 CRDi E,Hyundai,Hyundai Xcent 1.2,2017,2000,Diesel,Individual,Manual,Second Owner,25.4 kmpl,1186 ,73.97 ,5.0,550000,190.25nm, 1750-2250rpm
Toyota Fortuner 3.0 Diesel,Toyota,Toyota Fortuner 3,2011,181000,Diesel,Individual,Manual,Second Owner,11.5 kmpl,2982 ,171 ,7.0,1150000,343Nm, 1400-3400rpm
Tata Tiago 1.05 Revotorq XZ,Tata,Tata Tiago 1.05,2016,70000,Diesel,Individual,Manual,First Owner,27.28 kmpl,1047 ,69 ,5.0,380000,140Nm, 1800-3000rpm
Nissan Sunny XL AT Special Edition,Nissan,Nissan Sunny XL,2013,90000,Petrol,Individual,Automatic,Second Owner,17.97 kmpl,1498 ,99.6 ,5.0,350000,134Nm, 4000rpm
Hyundai Elite i20 Magna Plus BSIV,Hyundai,Hyundai Elite i20,2019,2000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 ,81.86 ,5.0,610000,117nm, 4000rpm
Maruti Swift Dzire VXI,Maruti,Maruti Swift Dzire,2015,20000,Petrol,Individual,Manual,First Owner,20.85 kmpl,1197 ,83.14 ,5.0,525000,115Nm, 4000rpm
Toyota Innova 2.5 GX 7 STR,Toyota,Toyota Innova 2.5,2011,120000,Diesel,Individual,Manual,First Owner,12.8 kmpl,2494 ,102 ,7.0,480000,20.4, 1400-3400(kgm@ rpm)
Mahindra Thar CRDe,Mahindra,Mahindra Thar CRDe,2017,35000,Diesel,Individual,Manual,First Owner,16.55 kmpl,2498 ,105 ,6.0,780000,247Nm, 1800-2000rpm
Maruti Swift Dzire ZDi,Maruti,Maruti Swift Dzire,2012,193000,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 ,73.9 ,5.0,320000,190Nm, 2000rpm
Maruti Swift 1.2 DLX (Only Delhi),Maruti,Maruti Swift 1.2,2014,80000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 ,81.80 ,5.0,375000,113Nm, 4200rpm
Datsun GO D Petrol,Datsun,Datsun GO D,2019,40000,Petrol,Individual,Manual,First Owner,19.02 kmpl,1198 ,67.05 ,5.0,300000,104Nm, 4000rpm
Hyundai i20 Asta 1.4 CRDi,Hyundai,Hyundai i20 Asta,2015,70000,Diesel,Individual,Manual,Fourth & Above Owner,22.54 kmpl,1396 ,88.73 ,5.0,500000,219.7Nm, 1500-2750rpm
Mahindra Scorpio LX,Mahindra,Mahindra Scorpio LX,2011,122358,Diesel,Individual,Manual,First Owner,12.05 kmpl,2179 ,120 ,9.0,404000,290Nm, 1800-2800rpm
Tata Sumo Gold EX BSIII,Tata,Tata Sumo Gold,2015,75000,Diesel,Individual,Manual,First Owner,14.07 kmpl,2956 ,69.01 ,7.0,500000,223Nm, 1600-2200rpm
Tata Tiago Wizz 1.05 Revotorq,Tata,Tata Tiago Wizz,2017,120000,Diesel,Individual,Manual,First Owner,27.28 kmpl,1047 ,69 ,5.0,350000,140Nm, 1800-3000rpm
Tata Zest Revotron 1.2 XT,Tata,Tata Zest Revotron,2015,40000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 ,88.7 ,5.0,380000,140Nm, 1500-4000rpm
Hyundai Accent GLE,Hyundai,Hyundai Accent GLE,2008,95200,Petrol,Individual,Manual,Third Owner,13.2 kmpl,1495 ,94 ,5.0,114999,12.5," 3,500(kgm@ rpm)"
Honda Brio Exclusive Edition,Honda,Honda Brio Exclusive,2014,33033,Petrol,Dealer,Manual,First Owner,19.4 kmpl,1198 ,86.8 ,5.0,335000,109Nm, 4500rpm
Hyundai Grand i10 AT Asta,Hyundai,Hyundai Grand i10,2015,63063,Petrol,Dealer,Automatic,First Owner,18.9 kmpl,1197 ,82 ,5.0,465000,114Nm, 4000rpm
Tata Manza Club Class Quadrajet90 LX,Tata,Tata Manza Club,2012,60000,Diesel,Individual,Manual,First Owner,21.02 kmpl,1248 ,88.76 ,5.0,290000,200Nm, 1750-3000rpm
