name,Company,Car,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,selling_price
BMW X4 M Sport X xDrive20d,BMW,BMW X4 M,2019,7500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5,5800000
Skoda Superb LK 1.8 TSI AT,Skoda,Skoda Superb LK,2018,50000,Petrol,Dealer,Automatic,First Owner,14.67 kmpl,1798 CC,177.46 bhp,250@ 1250-5000rpm,5,1864999
Mercedes-Benz E-Class E250 Edition E,Mercedes-Benz,Mercedes-Benz E-Class E250,2016,35000,Diesel,Dealer,Automatic,First Owner,15.0 kmpl,2143 CC,204 bhp,500Nm@ 1600-1800rpm,5,2700000
MG Hector Sharp AT BSIV,MG,MG Hector Sharp,2019,19000,Petrol,Dealer,Automatic,First Owner,13.96 kmpl,1451 CC,141 bhp,250Nm@ 1600-3600rpm,5,1750000
Honda City i-VTEC CVT VX,Honda,Honda City i-VTEC,2017,41000,Petrol,Dealer,Automatic,First Owner,18.0 kmpl,1497 CC,117.6 bhp,145Nm@ 4600rpm,5,795000
Toyota Corolla Altis 1.8 G CVT,Toyota,Toyota Corolla Altis,2013,39000,Petrol,Dealer,Automatic,First Owner,14.28 kmpl,1798 CC,138.03 bhp,173Nm@ 4000rpm,5,625000
Volvo XC40 D4 R-Design,Volvo,Volvo XC40 D4,2018,22000,Diesel,Dealer,Automatic,First Owner,18.0 kmpl,1969 CC,190 bhp,400Nm,5,3400000
Audi Q7 35 TDI Quattro Premium,Audi,Audi Q7 35,2015,53000,Diesel,Dealer,Automatic,First Owner,12.07 kmpl,2967 CC,241.4 bhp,550Nm@ 1750-2750rpm,7,2650000
Maruti Ciaz ZDi,Maruti,Maruti Ciaz ZDi,2015,40000,Diesel,Dealer,Manual,First Owner,26.21 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,535000
Mercedes-Benz S-Class S 350 CDI,Mercedes-Benz,Mercedes-Benz S-Class S,2017,47000,Diesel,Dealer,Automatic,First Owner,13.5 kmpl,2987 CC,282 bhp,490Nm@ 1600rpm,5,5850000
BMW 5 Series 523i,BMW,BMW 5 Series,2010,72200,Petrol,Dealer,Automatic,Second Owner,10.8 kmpl,2497 CC,150 bhp,250 Nm at 2750 rpm,5,975000
Hyundai Elantra S,Hyundai,Hyundai Elantra S,2016,49900,Petrol,Dealer,Manual,First Owner,16.3 kmpl,1797 CC,147.5 bhp,177.5Nm@ 4700rpm,5,805000
Jaguar XE 2016-2019 2.0L Diesel Prestige,Jaguar,Jaguar XE 2016-2019,2017,9000,Diesel,Dealer,Automatic,First Owner,13.6 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5,2625000
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,Tata,Tata Nexon 1.2,2018,11000,Petrol,Dealer,Manual,First Owner,17.0 kmpl,1198 CC,108.5 bhp,170Nm@ 1750-4000rpm,5,811000
Volkswagen Vento Petrol Highline,Volkswagen,Volkswagen Vento Petrol,2011,49000,Petrol,Individual,Manual,First Owner,15.04 kmpl,1598 CC,103.6 bhp,153Nm@ 3800rpm,5,375000
Hyundai Elantra SX,Hyundai,Hyundai Elantra SX,2012,95000,Petrol,Individual,Manual,First Owner,16.3 kmpl,1797 CC,147.5 bhp,177.5Nm@ 4700rpm,5,550000
Skoda Rapid 1.6 MPI AT Elegance,Skoda,Skoda Rapid 1.6,2016,11000,Petrol,Dealer,Automatic,First Owner,14.3 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm,5,645000
Mercedes-Benz CLA 200 CGI Sport,Mercedes-Benz,Mercedes-Benz CLA 200,2018,18000,Petrol,Dealer,Automatic,First Owner,15.04 kmpl,1991 CC,183 bhp,300Nm@ 1200-4000rpm,5,2550000
Maruti Ertiga ZXI,Maruti,Maruti Ertiga ZXI,2014,46100,Petrol,Dealer,Manual,First Owner,16.02 kmpl,1373 CC,93.7 bhp,130Nm@ 4000rpm,7,599000
Mercedes-Benz New C-Class C 200 AVANTGARDE,Mercedes-Benz,Mercedes-Benz New C-Class,2017,16000,Petrol,Dealer,Automatic,First Owner,14.74 kmpl,1991 CC,181.04 bhp,300Nm@ 1200-1400rpm,5,2700000
Honda City V AT,Honda,Honda City V,2017,18000,Petrol,Dealer,Automatic,First Owner,15.6 kmpl,1497 CC,116.3 bhp,146Nm@ 4800rpm,5,875000
Toyota Glanza V CVT,Toyota,Toyota Glanza V,2019,9654,Petrol,Dealer,Automatic,First Owner,19.56 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,894999
Maruti Alto K10 VXI,Maruti,Maruti Alto K10,2011,11000,Petrol,Dealer,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5,175000
Maruti Swift VXI,Maruti,Maruti Swift VXI,2012,24300,Petrol,Dealer,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,340000
Toyota Innova Crysta 2.8 ZX AT BSIV,Toyota,Toyota Innova Crysta,2016,42163,Diesel,Dealer,Automatic,Second Owner,11.36 kmpl,2755 CC,171.5 bhp,360Nm@ 1200-3400rpm,7,1525000
Tata Nexon 1.5 Revotorq XZA Plus DualTone,Tata,Tata Nexon 1.5,2018,8000,Diesel,Dealer,Automatic,First Owner,21.5 kmpl,1497 CC,108.5 bhp,260Nm@ 1500-2750rpm,5,1025000
BMW 3 Series 320d Luxury Line,BMW,BMW 3 Series,2016,30000,Diesel,Dealer,Automatic,First Owner,22.69 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5,2150000
Toyota Camry 2.5 Hybrid,Toyota,Toyota Camry 2.5,2016,41000,Petrol,Dealer,Automatic,First Owner,19.16 kmpl,2494 CC,157.7 bhp,213Nm@ 4500rpm,5,1900000
BMW 5 Series 520d Luxury Line,BMW,BMW 5 Series,2016,12000,Diesel,Dealer,Automatic,First Owner,18.12 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5,2900000
Toyota Camry W4 (AT),Toyota,Toyota Camry W4,2009,71000,Petrol,Dealer,Automatic,First Owner,12.1 kmpl,2362 CC,164.7 bhp,224Nm@ 4000rpm,5,450000
Maruti Ertiga BSIV ZXI Plus,Maruti,Maruti Ertiga BSIV,2016,20000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1373 CC,91.1 bhp,130Nm@ 4000rpm,7,850000
Volvo XC90 T8 Excellence BSIV,Volvo,Volvo XC90 T8,2017,30000,Petrol,Individual,Automatic,First Owner,42.0 kmpl,1969 CC,400 bhp,640Nm@ 1740rpm,4,10000000
Volkswagen Vento Diesel Highline,Volkswagen,Volkswagen Vento Diesel,2011,100000,Diesel,Individual,Manual,Second Owner,20.54 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5,300000
Ford Figo Aspire 1.2 Ti-VCT Trend,Ford,Ford Figo Aspire,2018,9500,Petrol,Individual,Manual,First Owner,18.16 kmpl,1196 CC,86.8 bhp,112Nm@ 4000rpm,5,575000
Ford Figo Diesel LXI,Ford,Ford Figo Diesel,2011,120000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5,160000
Maruti Swift VXI Optional,Maruti,Maruti Swift VXI,2015,36600,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,515000
Maruti Wagon R AMT VXI,Maruti,Maruti Wagon R,2015,50000,Petrol,Individual,Automatic,Second Owner,20.51 kmpl,998 CC,67 bhp,90Nm@ 3500rpm,5,390000
Hyundai i20 Magna 1.2,Hyundai,Hyundai i20 Magna,2016,14000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5,550000
Maruti 800 Std,Maruti,Maruti 800 Std,1999,40000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4,40000
Maruti Ritz VDi,Maruti,Maruti Ritz VDi,2010,120000,Diesel,Individual,Manual,First Owner,21.1 kmpl,1248 CC,73.9 bhp,113Nm@ 4500rpm,5,220000
Hyundai Grand i10 Magna,Hyundai,Hyundai Grand i10,2015,70000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5,425000
Volkswagen Ameo 1.0 MPI Trendline,Volkswagen,Volkswagen Ameo 1,2019,13000,Petrol,Individual,Manual,First Owner,19.44 kmpl,999 CC,75 bhp,95Nm@ 3000-4300rpm,5,480000
Hyundai Grand i10 Sportz,Hyundai,Hyundai Grand i10,2014,60000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5,400000
Maruti Swift Dzire VXI,Maruti,Maruti Swift Dzire,2014,35000,Petrol,Individual,Manual,First Owner,19.1 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5,487000
Hyundai Xcent 1.2 Kappa S,Hyundai,Hyundai Xcent 1.2,2016,44000,Petrol,Individual,Manual,Second Owner,19.1 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5,386000
Honda City 1.5 EXI,Honda,Honda City 1.5,2005,120000,Petrol,Individual,Manual,Second Owner,13.0 kmpl,1493 CC,100 bhp,13.1kgm@ 4600rpm,5,100000
Toyota Corolla Altis Diesel D4DG,Toyota,Toyota Corolla Altis,2010,60000,Diesel,Individual,Manual,First Owner,21.43 kmpl,1364 CC,87.2 bhp,205Nm@ 1800-2800rpm,5,300000
Daewoo Matiz SD,Daewoo,Daewoo Matiz SD,2000,60000,Petrol,Individual,Manual,First Owner,18.5 kmpl,796 CC,53 bhp,71Nm@ 3500rpm,5,100000
Toyota Fortuner 4x2 Manual,Toyota,Toyota Fortuner 4x2,2014,30000,Diesel,Individual,Manual,Second Owner,13.0 kmpl,2982 CC,168.5 bhp,343Nm@ 1400-3400rpm,7,1750000
Mahindra KUV 100 mFALCON G80 K8,Mahindra,Mahindra KUV 100,2016,15000,Petrol,Individual,Manual,Second Owner,18.15 kmpl,1198 CC,82 bhp,115Nm@ 3500-3600rpm,6,450000
Tata Zest Quadrajet 1.3 75PS XM,Tata,Tata Zest Quadrajet,2017,90000,Diesel,Individual,Manual,First Owner,22.95 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5,490000
Honda City 1.5 S MT,Honda,Honda City 1.5,2009,47000,Petrol,Individual,Manual,Second Owner,17.0 kmpl,1497 CC,118 bhp,146Nm at 4800 rpm,5,345000
Maruti Zen LXI,Maruti,Maruti Zen LXI,2005,90000,Petrol,Individual,Manual,First Owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm,5,85000
Maruti Wagon R VXI BS IV with ABS,Maruti,Maruti Wagon R,2010,120600,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5,215000
Hyundai Verna Transform SX VTVT,Hyundai,Hyundai Verna Transform,2010,100000,Petrol,Individual,Manual,Third Owner,16.2 kmpl,1599 CC,103.2 bhp,14.9 KGM at 3000 RPM,5,320000
Maruti Swift Dzire VXI,Maruti,Maruti Swift Dzire,2016,60000,Petrol,Individual,Manual,Second Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5,459999
Hyundai Getz GLS,Hyundai,Hyundai Getz GLS,2005,86000,Petrol,Individual,Manual,First Owner,15.3 kmpl,1341 CC,83 bhp,115Nm@ 3200rpm,5,65000
Hyundai Elite i20 Sportz Plus BSIV,Hyundai,Hyundai Elite i20,2020,5000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.86 bhp,117nm@ 4000rpm,5,720000
Maruti Ciaz 1.3 Alpha,Maruti,Maruti Ciaz 1.3,2017,37000,Diesel,Individual,Manual,First Owner,28.09 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,800000
Tata Tigor 1.2 Revotron XZ,Tata,Tata Tigor 1.2,2019,14000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5,520000
Maruti Ertiga VDI,Maruti,Maruti Ertiga VDI,2015,70000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7,580000
Toyota Etios GD,Toyota,Toyota Etios GD,2012,120000,Diesel,Individual,Manual,First Owner,,,,,,235000
Honda City i VTEC S,Honda,Honda City i,2015,50000,Petrol,Individual,Manual,First Owner,17.4 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,5,600000
Honda Brio S MT,Honda,Honda Brio S,2014,60000,Petrol,Individual,Manual,Second Owner,19.4 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm,5,290000
Maruti Wagon R LXI CNG,Maruti,Maruti Wagon R,2016,50000,CNG,Individual,Manual,First Owner,26.6 km/kg,998 CC,58.16 bhp,77Nm@ 3500rpm,5,360000
Maruti Swift Dzire VXI,Maruti,Maruti Swift Dzire,2017,50000,Petrol,Individual,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5,550000
Hyundai i20 Sportz 1.2,Hyundai,Hyundai i20 Sportz,2013,70000,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,82.85 bhp,113.7Nm@ 4000rpm,5,375000
Maruti Omni E 8 Str STD,Maruti,Maruti Omni E,2003,90000,Petrol,Individual,Manual,Second Owner,,,,,,40000
Maruti Wagon R AMT VXI,Maruti,Maruti Wagon R,2018,35000,Petrol,Individual,Automatic,First Owner,20.51 kmpl,998 CC,67 bhp,90Nm@ 3500rpm,5,420000
Maruti Swift Dzire VXI 1.2,Maruti,Maruti Swift Dzire,2017,20000,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,550000
Maruti Alto 800 LXI,Maruti,Maruti Alto 800,2018,20000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5,270000
Maruti Swift Dzire AMT VXI BS IV,Maruti,Maruti Swift Dzire,2018,7800,Petrol,Individual,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,700000
Maruti Swift VXI Optional,Maruti,Maruti Swift VXI,2017,20000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,500000
Tata Hexa XE,Tata,Tata Hexa XE,2019,15000,Diesel,Individual,Manual,First Owner,17.6 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7,1250000
Hyundai i20 Magna,Hyundai,Hyundai i20 Magna,2013,31377,Petrol,Individual,Manual,Second Owner,18.5 kmpl,1197 CC,82.85 bhp,113.7Nm@ 4000rpm,5,320000
Maruti Swift Dzire VDI,Maruti,Maruti Swift Dzire,2018,50000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5,700000
Maruti Wagon R VXI BS IV,Maruti,Maruti Wagon R,2015,60000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5,290000
Toyota Corolla Altis 1.8 VL AT,Toyota,Toyota Corolla Altis,2012,100000,Petrol,Individual,Automatic,First Owner,14.53 kmpl,1794 CC,138.1 bhp,173Nm@ 4000rpm,5,550000
Honda Brio S MT,Honda,Honda Brio S,2012,60000,Petrol,Individual,Manual,First Owner,19.4 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm,5,265000
Maruti Baleno Alpha Automatic,Maruti,Maruti Baleno Alpha,2018,5000,Petrol,Individual,Automatic,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5,830000
Tata Safari Storme EX,Tata,Tata Safari Storme,2017,60000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7,800000
Maruti Alto LXi,Maruti,Maruti Alto LXi,2011,25000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5,160000
Renault KWID RXT,Renault,Renault KWID RXT,2018,30000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5,335000
Datsun GO T BSIV,Datsun,Datsun GO T,2017,80000,Petrol,Individual,Manual,Second Owner,20.63 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm,5,329000
Maruti Vitara Brezza VDi Option,Maruti,Maruti Vitara Brezza,2017,75000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,775000
Hyundai Xcent 1.2 VTVT SX,Hyundai,Hyundai Xcent 1.2,2020,32000,Petrol,Individual,Manual,First Owner,20.14 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5,524000
Maruti Alto 800 LXI,Maruti,Maruti Alto 800,2015,40000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5,245000
Hyundai i20 1.2 Sportz,Hyundai,Hyundai i20 1.2,2012,93000,Petrol,Individual,Manual,Second Owner,17.0 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5,275000
Tata Zest Revotron 1.2 XT,Tata,Tata Zest Revotron,2018,60000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5,520000
Maruti Swift 1.3 VXi,Maruti,Maruti Swift 1.3,2008,120000,Petrol,Individual,Manual,Second Owner,,,,,,130000
Nissan Sunny XL,Nissan,Nissan Sunny XL,2014,37000,Petrol,Individual,Manual,First Owner,16.95 kmpl,1498 CC,97.7 bhp,134Nm@ 4000rpm,5,550000
Ford EcoSport 1.5 Petrol Titanium Plus BSIV,Ford,Ford EcoSport 1.5,2018,15000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1497 CC,121.36 bhp,150Nm@ 4500rpm,5,910000
Nissan Micra Active XV S,Nissan,Nissan Micra Active,2015,80000,Petrol,Individual,Manual,First Owner,19.49 kmpl,1198 CC,67.04 bhp,104Nm@ 4000rpm,5,300000
Maruti Wagon R LXI Optional,Maruti,Maruti Wagon R,2016,140000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5,350000
Mahindra Ssangyong Rexton RX5,Mahindra,Mahindra Ssangyong Rexton,2013,70000,Diesel,Individual,Manual,First Owner,12.83 kmpl,2696 CC,162 bhp,340Nm@ 1800-3250rpm,7,900000
Mahindra Quanto C8,Mahindra,Mahindra Quanto C8,2013,120000,Diesel,Individual,Manual,Second Owner,17.21 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7,300000
Maruti Ritz LDi,Maruti,Maruti Ritz LDi,2010,110000,Diesel,Individual,Manual,Second Owner,21.1 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5,250000
Hyundai Creta 1.6 CRDi SX Plus Dual Tone,Hyundai,Hyundai Creta 1.6,2017,37000,Diesel,Individual,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5,1100000
Renault KWID RXT,Renault,Renault KWID RXT,2016,44000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5,270000
Maruti Ertiga VDI,Maruti,Maruti Ertiga VDI,2015,80000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7,640000
Mahindra XUV500 W4,Mahindra,Mahindra XUV500 W4,2015,125000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,650000
Maruti Eeco 5 Seater AC BSIV,Maruti,Maruti Eeco 5,2017,13500,Petrol,Individual,Manual,First Owner,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,5,409999
Hyundai Santro Xing GLS,Hyundai,Hyundai Santro Xing,2011,75000,Petrol,Individual,Manual,First Owner,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5,165000
Hyundai Accent GLE,Hyundai,Hyundai Accent GLE,2007,120000,Petrol,Individual,Manual,Second Owner,13.2 kmpl,1495 CC,94 bhp,"12.5@ 3,500(kgm@ rpm)",5,80000
Mahindra XUV500 W8 2WD,Mahindra,Mahindra XUV500 W8,2012,120000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,535000
Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,Toyota,Toyota Innova 2.5,2013,70000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.57 bhp,200Nm@ 1400-3400rpm,7,700000
Maruti Swift Dzire VDI,Maruti,Maruti Swift Dzire,2013,70000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,550000
Honda Amaze S CVT Petrol BSIV,Honda,Honda Amaze S,2019,15000,Petrol,Individual,Automatic,First Owner,19.0 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm,5,680000
Hyundai i10 Sportz 1.2,Hyundai,Hyundai i10 Sportz,2009,53000,Petrol,Individual,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5,200000
Maruti Swift Dzire VDI,Maruti,Maruti Swift Dzire,2014,120000,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,500000
Maruti Ertiga SHVS ZDI Plus,Maruti,Maruti Ertiga SHVS,2016,70000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,7,1000000
Hyundai Getz 1.3 GVS,Hyundai,Hyundai Getz 1.3,2008,120000,Petrol,Individual,Manual,Second Owner,14.2 kmpl,1341 CC,82.9 bhp,"11.8@ 3,200(kgm@ rpm)",5,110000
Hyundai i20 1.2 Magna,Hyundai,Hyundai i20 1.2,2012,100000,Petrol,Individual,Manual,Second Owner,18.5 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5,320000
Tata Indica DLS,Tata,Tata Indica DLS,2005,110000,Diesel,Individual,Manual,Second Owner,,,,,,75000
Maruti Swift LXI Optional-O,Maruti,Maruti Swift LXI,2015,100000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,83.11 bhp,113Nm@ 4200rpm,5,350000
Tata Indica Vista TDI LS,Tata,Tata Indica Vista,2013,162500,Diesel,Individual,Manual,First Owner,19.4 kmpl,1405 CC,70 bhp,135.4Nm@ 2500rpm,5,170000
Hyundai i20 2015-2017 Asta 1.4 CRDi,Hyundai,Hyundai i20 2015-2017,2017,39000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5,800000
Maruti Ignis 1.3 Alpha,Maruti,Maruti Ignis 1.3,2017,75000,Diesel,Individual,Manual,First Owner,26.8 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,500000
Tata Hexa XTA,Tata,Tata Hexa XTA,2017,50000,Diesel,Individual,Automatic,First Owner,17.6 kmpl,2179 CC,153.86 bhp,400Nm@ 1750-2500rpm,7,1380000
Mahindra Marazzo M6 8Str,Mahindra,Mahindra Marazzo M6,2019,40000,Diesel,Individual,Manual,First Owner,17.3 kmpl,1497 CC,121 bhp,300Nm@ 1750-2500rpm,8,1300000
Hyundai Verna 1.6 CRDI,Hyundai,Hyundai Verna 1.6,2013,92500,Diesel,Individual,Manual,First Owner,22.32 kmpl,1582 CC,126.3 bhp,259.9Nm@ 1900-2750rpm,5,530000
Maruti Swift Dzire VDI,Maruti,Maruti Swift Dzire,2012,158000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,360000
Maruti Swift Dzire LDi,Maruti,Maruti Swift Dzire,2012,120000,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5,310000
Honda City i DTEC V,Honda,Honda City i,2015,50000,Diesel,Individual,Manual,Second Owner,26.0 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5,725000
Maruti Swift Dzire ZDi,Maruti,Maruti Swift Dzire,2012,110000,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5,340000
Hyundai Xcent 1.2 CRDi E,Hyundai,Hyundai Xcent 1.2,2017,2000,Diesel,Individual,Manual,Second Owner,25.4 kmpl,1186 CC,73.97 bhp,190.25nm@ 1750-2250rpm,5,550000
Toyota Fortuner 3.0 Diesel,Toyota,Toyota Fortuner 3,2011,181000,Diesel,Individual,Manual,Second Owner,11.5 kmpl,2982 CC,171 bhp,343Nm@ 1400-3400rpm,7,1150000
Tata Tiago 1.05 Revotorq XZ,Tata,Tata Tiago 1.05,2016,70000,Diesel,Individual,Manual,First Owner,27.28 kmpl,1047 CC,69 bhp,140Nm@ 1800-3000rpm,5,380000
Nissan Sunny XL AT Special Edition,Nissan,Nissan Sunny XL,2013,90000,Petrol,Individual,Automatic,Second Owner,17.97 kmpl,1498 CC,99.6 bhp,134Nm@ 4000rpm,5,350000
Hyundai Elite i20 Magna Plus BSIV,Hyundai,Hyundai Elite i20,2019,2000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.86 bhp,117nm@ 4000rpm,5,610000
Maruti Swift Dzire VXI,Maruti,Maruti Swift Dzire,2015,20000,Petrol,Individual,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5,525000
Toyota Innova 2.5 GX 7 STR,Toyota,Toyota Innova 2.5,2011,120000,Diesel,Individual,Manual,First Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),7,480000
Mahindra Thar CRDe,Mahindra,Mahindra Thar CRDe,2017,35000,Diesel,Individual,Manual,First Owner,16.55 kmpl,2498 CC,105 bhp,247Nm@ 1800-2000rpm,6,780000
Maruti Swift Dzire ZDi,Maruti,Maruti Swift Dzire,2012,193000,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5,320000
Maruti Swift 1.2 DLX (Only Delhi),Maruti,Maruti Swift 1.2,2014,80000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,375000
Datsun GO D Petrol,Datsun,Datsun GO D,2019,40000,Petrol,Individual,Manual,First Owner,19.02 kmpl,1198 CC,67.05 bhp,104Nm@ 4000rpm,5,300000
Hyundai i20 Asta 1.4 CRDi,Hyundai,Hyundai i20 Asta,2015,70000,Diesel,Individual,Manual,Fourth & Above Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5,500000
Mahindra Scorpio LX,Mahindra,Mahindra Scorpio LX,2011,122358,Diesel,Individual,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,9,404000
Tata Sumo Gold EX BSIII,Tata,Tata Sumo Gold,2015,75000,Diesel,Individual,Manual,First Owner,14.07 kmpl,2956 CC,69.01 bhp,223Nm@ 1600-2200rpm,7,500000
Tata Tiago Wizz 1.05 Revotorq,Tata,Tata Tiago Wizz,2017,120000,Diesel,Individual,Manual,First Owner,27.28 kmpl,1047 CC,69 bhp,140Nm@ 1800-3000rpm,5,350000
